Date,Open,High,Low,Close,Volume
2023-11-21,190.64,190.64,190.64,190.64,38130000.0
2023-11-22,191.31,191.31,191.31,191.31,39630000.0
2023-11-24,189.97,189.97,189.97,189.97,24040000.0
2023-11-27,189.79,189.79,189.79,189.79,40400000.0
2023-11-28,190.4,190.4,190.4,190.4,37790000.0
2023-11-29,189.37,189.37,189.37,189.37,37940000.0
2023-11-30,189.95,189.95,189.95,189.95,47990000.0
2023-12-01,191.24,191.24,191.24,191.24,45700000.0
2023-12-04,189.43,189.43,189.43,189.43,43070000.0
2023-12-05,193.42,193.42,193.42,193.42,65350000.0
2023-12-06,192.32,192.32,192.32,192.32,40900000.0
2023-12-07,194.27,194.27,194.27,194.27,47340000.0
2023-12-08,195.71,195.71,195.71,195.71,53410000.0
2023-12-11,193.18,193.18,193.18,193.18,60780000.0
2023-12-12,194.71,194.71,194.71,194.71,51290000.0
2023-12-13,197.96,197.96,197.96,197.96,67760000.0
2023-12-14,198.11,198.11,198.11,198.11,65960000.0
2023-12-15,197.57,197.57,197.57,197.57,128540000.0
2023-12-18,195.89,195.89,195.89,195.89,55750000.0
2023-12-19,196.94,196.94,196.94,196.94,40230000.0
2023-12-20,194.83,194.83,194.83,194.83,50130000.0
2023-12-21,194.68,194.68,194.68,194.68,44080000.0
2023-12-22,193.6,193.6,193.6,193.6,37150000.0
2023-12-26,193.05,193.05,193.05,193.05,28810000.0
2023-12-27,193.15,193.15,193.15,193.15,47900000.0
2023-12-28,193.58,193.58,193.58,193.58,33830000.0
2023-12-29,192.53,192.53,192.53,192.53,42670000.0
2024-01-02,185.64,185.64,185.64,185.64,79820000.0
2024-01-03,184.25,184.25,184.25,184.25,56440000.0
2024-01-04,181.91,181.91,181.91,181.91,70700000.0
2024-01-05,181.18,181.18,181.18,181.18,62380000.0
2024-01-08,185.56,185.56,185.56,185.56,59140000.0
2024-01-09,185.14,185.14,185.14,185.14,42840000.0
2024-01-10,186.19,186.19,186.19,186.19,45900000.0
2024-01-11,185.59,185.59,185.59,185.59,49130000.0
2024-01-12,185.92,185.92,185.92,185.92,40480000.0
2024-01-16,183.63,183.63,183.63,183.63,65440000.0
2024-01-17,182.68,182.68,182.68,182.68,47190000.0
2024-01-18,188.63,188.63,188.63,188.63,77400000.0
2024-01-19,191.56,191.56,191.56,191.56,68900000.0
2024-01-22,193.89,193.89,193.89,193.89,60130000.0
2024-01-23,195.18,195.18,195.18,195.18,42200000.0
2024-01-24,194.5,194.5,194.5,194.5,53460000.0
2024-01-25,194.17,194.17,194.17,194.17,54530000.0
2024-01-26,192.42,192.42,192.42,192.42,44590000.0
2024-01-29,191.73,191.73,191.73,191.73,46890000.0
2024-01-30,188.04,188.04,188.04,188.04,55270000.0
2024-01-31,184.4,184.4,184.4,184.4,54830000.0
2024-02-01,186.86,186.86,186.86,186.86,53490000.0
2024-02-02,185.85,185.85,185.85,185.85,102550000.0
