Date,Open,High,Low,Close,Volume
2020-08-19,115.71,115.71,115.71,115.71,145540000.0
2020-08-20,118.28,118.28,118.28,118.28,126910000.0
2020-08-21,124.37,124.37,124.37,124.37,338050000.0
2020-08-24,125.86,125.86,125.86,125.86,345940000.0
2020-08-25,124.83,124.83,124.83,124.83,211500000.0
2020-08-26,126.52,126.52,126.52,126.52,163020000.0
2020-08-27,125.01,125.01,125.01,125.01,155550000.0
2020-08-28,124.81,124.81,124.81,124.81,187630000.0
2020-08-31,129.04,129.04,129.04,129.04,225700000.0
2020-09-01,134.18,134.18,134.18,134.18,152470000.0
2020-09-02,131.4,131.4,131.4,131.4,200120000.0
2020-09-03,120.88,120.88,120.88,120.88,257600000.0
2020-09-04,120.96,120.96,120.96,120.96,332610000.0
2020-09-09,117.32,117.32,117.32,117.32,176940000.0
2020-09-10,113.49,113.49,113.49,113.49,182270000.0
2020-09-11,112.0,112.0,112.0,112.0,180860000.0
2020-09-14,115.36,115.36,115.36,115.36,140150000.0
2020-09-15,115.54,115.54,115.54,115.54,184640000.0
2020-09-16,112.13,112.13,112.13,112.13,155030000.0
2020-09-17,110.34,110.34,110.34,110.34,178010000.0
2020-09-18,106.84,106.84,106.84,106.84,287100000.0
2020-09-21,110.08,110.08,110.08,110.08,195710000.0
2020-09-22,111.81,111.81,111.81,111.81,183060000.0
2020-09-23,107.12,107.12,107.12,107.12,150720000.0
2020-09-24,108.22,108.22,108.22,108.22,167740000.0
2020-09-25,112.28,112.28,112.28,112.28,149980000.0
2020-09-28,114.96,114.96,114.96,114.96,137670000.0
2020-09-29,114.09,114.09,114.09,114.09,100060000.0
2020-09-30,115.81,115.81,115.81,115.81,142680000.0
2020-10-01,116.79,116.79,116.79,116.79,116120000.0
2020-10-02,113.02,113.02,113.02,113.02,144710000.0
2020-10-05,116.5,116.5,116.5,116.5,106240000.0
2020-10-06,113.16,113.16,113.16,113.16,161500000.0
2020-10-07,115.08,115.08,115.08,115.08,96850000.0
2020-10-08,114.97,114.97,114.97,114.97,83480000.0
2020-10-09,116.97,116.97,116.97,116.97,100510000.0
2020-10-12,124.4,124.4,124.4,124.4,240230000.0
2020-10-13,121.1,121.1,121.1,121.1,262330000.0
2020-10-14,121.19,121.19,121.19,121.19,151060000.0
2020-10-15,120.71,120.71,120.71,120.71,112560000.0
2020-10-16,119.02,119.02,119.02,119.02,115390000.0
2020-10-19,115.98,115.98,115.98,115.98,120640000.0
2020-10-20,117.51,117.51,117.51,117.51,124420000.0
2020-10-21,116.87,116.87,116.87,116.87,89950000.0
2020-10-22,115.75,115.75,115.75,115.75,101990000.0
2020-10-23,115.04,115.04,115.04,115.04,82570000.0
2020-10-26,115.05,115.05,115.05,115.05,111850000.0
2020-10-27,116.6,116.6,116.6,116.6,92280000.0
2020-10-28,111.2,111.2,111.2,111.2,143940000.0
2020-10-29,115.32,115.32,115.32,115.32,146130000.0
2020-10-30,108.86,108.86,108.86,108.86,190570000.0
2020-11-02,108.77,108.77,108.77,108.77,122870000.0
2020-11-03,110.44,110.44,110.44,110.44,107620000.0
2020-11-04,114.95,114.95,114.95,114.95,138240000.0
2020-11-05,119.03,119.03,119.03,119.03,126390000.0
2020-11-06,118.69,118.69,118.69,118.69,114460000.0
2020-11-09,116.32,116.32,116.32,116.32,154520000.0
2020-11-10,115.97,115.97,115.97,115.97,138020000.0
2020-11-11,119.49,119.49,119.49,119.49,112300000.0
2020-11-12,119.21,119.21,119.21,119.21,103350000.0
2020-11-13,119.26,119.26,119.26,119.26,81690000.0
2020-11-16,120.3,120.3,120.3,120.3,91180000.0
2020-11-17,119.39,119.39,119.39,119.39,74270000.0
2020-11-18,118.03,118.03,118.03,118.03,76320000.0
2020-11-19,118.64,118.64,118.64,118.64,74110000.0
2020-11-20,117.34,117.34,117.34,117.34,73600000.0
2020-11-23,113.85,113.85,113.85,113.85,127960000.0
2020-11-24,115.17,115.17,115.17,115.17,113870000.0
2020-11-25,116.03,116.03,116.03,116.03,76500000.0
2020-11-30,119.05,119.05,119.05,119.05,169410000.0
2020-12-01,122.72,122.72,122.72,122.72,128170000.0
2020-12-02,123.08,123.08,123.08,123.08,89000000.0
2020-12-03,122.94,122.94,122.94,122.94,78970000.0
2020-12-04,122.25,122.25,122.25,122.25,78260000.0
2020-12-07,123.75,123.75,123.75,123.75,86710000.0
2020-12-08,124.38,124.38,124.38,124.38,82230000.0
2020-12-09,121.78,121.78,121.78,121.78,115090000.0
2020-12-10,123.24,123.24,123.24,123.24,81310000.0
2020-12-11,122.41,122.41,122.41,122.41,86940000.0
2020-12-14,121.78,121.78,121.78,121.78,79080000.0
2020-12-15,127.88,127.88,127.88,127.88,157570000.0
2020-12-16,127.81,127.81,127.81,127.81,98210000.0
2020-12-17,128.7,128.7,128.7,128.7,94360000.0
2020-12-18,126.65,126.65,126.65,126.65,192540000.0
2020-12-21,128.23,128.23,128.23,128.23,121250000.0
2020-12-22,131.88,131.88,131.88,131.88,169350000.0
2020-12-23,130.96,130.96,130.96,130.96,88220000.0
2020-12-24,131.97,131.97,131.97,131.97,54930000.0
2020-12-28,136.69,136.69,136.69,136.69,124490000.0
2020-12-29,134.87,134.87,134.87,134.87,121050000.0
2020-12-30,133.72,133.72,133.72,133.72,96450000.0
2020-12-31,132.69,132.69,132.69,132.69,99120000.0
2021-01-04,129.41,129.41,129.41,129.41,143300000.0
2021-01-05,131.01,131.01,131.01,131.01,97670000.0
2021-01-06,126.6,126.6,126.6,126.6,155090000.0
2021-01-07,130.92,130.92,130.92,130.92,109580000.0
2021-01-08,132.05,132.05,132.05,132.05,105160000.0
2021-01-11,128.98,128.98,128.98,128.98,100620000.0
2021-01-12,128.8,128.8,128.8,128.8,91950000.0
2021-01-13,130.89,130.89,130.89,130.89,88640000.0
2021-01-14,128.91,128.91,128.91,128.91,90220000.0
2021-01-15,127.14,127.14,127.14,127.14,111600000.0
2021-01-20,132.03,132.03,132.03,132.03,104320000.0
2021-01-21,136.87,136.87,136.87,136.87,120530000.0
2021-01-22,139.07,139.07,139.07,139.07,114460000.0
2021-01-25,142.92,142.92,142.92,142.92,157610000.0
2021-01-26,143.16,143.16,143.16,143.16,98390000.0
2021-01-27,142.06,142.06,142.06,142.06,140840000.0
2021-01-28,137.09,137.09,137.09,137.09,142620000.0
2021-01-29,131.96,131.96,131.96,131.96,177520000.0
2021-02-01,134.14,134.14,134.14,134.14,106240000.0
2021-02-02,134.99,134.99,134.99,134.99,83310000.0
2021-02-03,133.94,133.94,133.94,133.94,89880000.0
2021-02-04,137.39,137.39,137.39,137.39,84180000.0
2021-02-05,136.76,136.76,136.76,136.76,75690000.0
2021-02-08,136.91,136.91,136.91,136.91,71300000.0
2021-02-09,136.01,136.01,136.01,136.01,76770000.0
2021-02-10,135.39,135.39,135.39,135.39,73050000.0
2021-02-11,135.13,135.13,135.13,135.13,64280000.0
2021-02-12,135.37,135.37,135.37,135.37,60150000.0
2021-02-17,130.84,130.84,130.84,130.84,98090000.0
2021-02-18,129.71,129.71,129.71,129.71,96860000.0
2021-02-19,129.87,129.87,129.87,129.87,87670000.0
2021-02-22,126.0,126.0,126.0,126.0,103920000.0
2021-02-23,125.86,125.86,125.86,125.86,158270000.0
2021-02-24,125.35,125.35,125.35,125.35,111040000.0
2021-02-25,120.99,120.99,120.99,120.99,148200000.0
2021-02-26,121.26,121.26,121.26,121.26,164560000.0
2021-03-01,127.79,127.79,127.79,127.79,116310000.0
2021-03-02,125.12,125.12,125.12,125.12,102260000.0
2021-03-03,122.06,122.06,122.06,122.06,112970000.0
2021-03-04,120.13,120.13,120.13,120.13,178160000.0
2021-03-05,121.42,121.42,121.42,121.42,153770000.0
2021-03-08,116.36,116.36,116.36,116.36,154380000.0
2021-03-09,121.08,121.08,121.08,121.08,129530000.0
2021-03-10,119.98,119.98,119.98,119.98,111940000.0
2021-03-11,121.96,121.96,121.96,121.96,103030000.0
2021-03-12,121.03,121.03,121.03,121.03,88110000.0
2021-03-15,123.99,123.99,123.99,123.99,92590000.0
2021-03-16,125.57,125.57,125.57,125.57,115230000.0
2021-03-17,124.76,124.76,124.76,124.76,111930000.0
2021-03-18,120.53,120.53,120.53,120.53,121470000.0
2021-03-19,119.99,119.99,119.99,119.99,185550000.0
2021-03-22,123.39,123.39,123.39,123.39,111910000.0
2021-03-23,122.54,122.54,122.54,122.54,95470000.0
2021-03-24,120.09,120.09,120.09,120.09,88530000.0
2021-03-25,120.59,120.59,120.59,120.59,98850000.0
2021-03-26,121.21,121.21,121.21,121.21,94070000.0
2021-03-29,121.39,121.39,121.39,121.39,80820000.0
2021-03-30,119.9,119.9,119.9,119.9,85670000.0
2021-03-31,122.15,122.15,122.15,122.15,118320000.0
2021-04-01,123.0,123.0,123.0,123.0,75090000.0
2021-04-05,125.9,125.9,125.9,125.9,88650000.0
2021-04-06,126.21,126.21,126.21,126.21,80170000.0
2021-04-07,127.9,127.9,127.9,127.9,83470000.0
2021-04-08,130.36,130.36,130.36,130.36,88850000.0
2021-04-09,132.99,132.99,132.99,132.99,106690000.0
2021-04-12,131.24,131.24,131.24,131.24,91420000.0
2021-04-13,134.43,134.43,134.43,134.43,91270000.0
2021-04-14,132.03,132.03,132.03,132.03,87220000.0
2021-04-15,134.5,134.5,134.5,134.5,89350000.0
2021-04-16,134.16,134.16,134.16,134.16,84920000.0
2021-04-19,134.84,134.84,134.84,134.84,94260000.0
2021-04-20,133.11,133.11,133.11,133.11,94810000.0
2021-04-21,133.5,133.5,133.5,133.5,68850000.0
2021-04-22,131.94,131.94,131.94,131.94,84570000.0
2021-04-23,134.32,134.32,134.32,134.32,78760000.0
2021-04-26,134.72,134.72,134.72,134.72,66910000.0
2021-04-27,134.39,134.39,134.39,134.39,66020000.0
2021-04-28,133.58,133.58,133.58,133.58,107760000.0
2021-04-29,133.48,133.48,133.48,133.48,151100000.0
2021-04-30,131.46,131.46,131.46,131.46,109840000.0
2021-05-03,132.54,132.54,132.54,132.54,75140000.0
2021-05-04,127.85,127.85,127.85,127.85,137560000.0
2021-05-05,128.1,128.1,128.1,128.1,84000000.0
2021-05-06,129.74,129.74,129.74,129.74,78130000.0
2021-05-07,130.21,130.21,130.21,130.21,78970000.0
2021-05-10,126.85,126.85,126.85,126.85,88070000.0
2021-05-11,125.91,125.91,125.91,125.91,126140000.0
2021-05-12,122.77,122.77,122.77,122.77,112170000.0
2021-05-13,124.97,124.97,124.97,124.97,105860000.0
2021-05-14,127.45,127.45,127.45,127.45,81920000.0
2021-05-17,126.27,126.27,126.27,126.27,74250000.0
2021-05-18,124.85,124.85,124.85,124.85,63340000.0
2021-05-19,124.69,124.69,124.69,124.69,92610000.0
2021-05-20,127.31,127.31,127.31,127.31,76860000.0
2021-05-21,125.43,125.43,125.43,125.43,79300000.0
2021-05-24,127.1,127.1,127.1,127.1,63090000.0
2021-05-25,126.9,126.9,126.9,126.9,72010000.0
2021-05-26,126.85,126.85,126.85,126.85,56580000.0
2021-05-27,125.28,125.28,125.28,125.28,94630000.0
2021-05-28,124.61,124.61,124.61,124.61,71310000.0
2021-06-02,125.06,125.06,125.06,125.06,59280000.0
2021-06-03,123.54,123.54,123.54,123.54,76230000.0
2021-06-04,125.89,125.89,125.89,125.89,75170000.0
2021-06-07,125.9,125.9,125.9,125.9,71060000.0
2021-06-08,126.74,126.74,126.74,126.74,74400000.0
2021-06-09,127.13,127.13,127.13,127.13,56880000.0
2021-06-10,126.11,126.11,126.11,126.11,71190000.0
2021-06-11,127.35,127.35,127.35,127.35,53520000.0
2021-06-14,130.48,130.48,130.48,130.48,96910000.0
2021-06-15,129.64,129.64,129.64,129.64,62750000.0
2021-06-16,130.15,130.15,130.15,130.15,91820000.0
2021-06-17,131.79,131.79,131.79,131.79,96720000.0
2021-06-18,130.46,130.46,130.46,130.46,108950000.0
2021-06-21,132.3,132.3,132.3,132.3,79660000.0
2021-06-22,133.98,133.98,133.98,133.98,74780000.0
2021-06-23,133.7,133.7,133.7,133.7,60210000.0
2021-06-24,133.41,133.41,133.41,133.41,68710000.0
2021-06-25,133.11,133.11,133.11,133.11,70780000.0
2021-06-28,134.78,134.78,134.78,134.78,62110000.0
2021-06-29,136.33,136.33,136.33,136.33,64560000.0
2021-06-30,136.96,136.96,136.96,136.96,63260000.0
2021-07-01,137.27,137.27,137.27,137.27,52490000.0
2021-07-02,139.96,139.96,139.96,139.96,78950000.0
2021-07-07,144.57,144.57,144.57,144.57,104910000.0
2021-07-08,143.24,143.24,143.24,143.24,105580000.0
2021-07-09,145.11,145.11,145.11,145.11,99890000.0
2021-07-12,144.5,144.5,144.5,144.5,76300000.0
2021-07-13,145.64,145.64,145.64,145.64,100830000.0
2021-07-14,149.15,149.15,149.15,149.15,127050000.0
2021-07-15,148.48,148.48,148.48,148.48,106820000.0
2021-07-16,146.39,146.39,146.39,146.39,93250000.0
2021-07-19,142.45,142.45,142.45,142.45,121440000.0
2021-07-20,146.15,146.15,146.15,146.15,96350000.0
2021-07-21,145.4,145.4,145.4,145.4,74990000.0
2021-07-22,146.8,146.8,146.8,146.8,77340000.0
2021-07-23,148.56,148.56,148.56,148.56,71450000.0
2021-07-26,148.99,148.99,148.99,148.99,72430000.0
2021-07-27,146.77,146.77,146.77,146.77,104820000.0
2021-07-28,144.98,144.98,144.98,144.98,118930000.0
2021-07-29,145.64,145.64,145.64,145.64,56700000.0
2021-07-30,145.86,145.86,145.86,145.86,70440000.0
2021-08-02,145.52,145.52,145.52,145.52,62880000.0
2021-08-03,147.36,147.36,147.36,147.36,64790000.0
2021-08-04,146.95,146.95,146.95,146.95,56370000.0
2021-08-05,147.06,147.06,147.06,147.06,46400000.0
2021-08-06,146.14,146.14,146.14,146.14,54130000.0
2021-08-09,146.09,146.09,146.09,146.09,48910000.0
2021-08-10,145.6,145.6,145.6,145.6,69020000.0
2021-08-11,145.86,145.86,145.86,145.86,48490000.0
2021-08-12,148.89,148.89,148.89,148.89,73780000.0
2021-08-13,149.1,149.1,149.1,149.1,59380000.0
2021-08-16,151.12,151.12,151.12,151.12,103560000.0
2021-08-17,150.19,150.19,150.19,150.19,92230000.0
2021-08-18,146.36,146.36,146.36,146.36,86330000.0
2021-08-19,146.7,146.7,146.7,146.7,86960000.0
2021-08-20,148.19,148.19,148.19,148.19,60550000.0
2021-08-23,149.71,149.71,149.71,149.71,60130000.0
2021-08-24,149.62,149.62,149.62,149.62,48610000.0
2021-08-25,148.36,148.36,148.36,148.36,58990000.0
2021-08-26,147.54,147.54,147.54,147.54,48600000.0
2021-08-27,148.6,148.6,148.6,148.6,55800000.0
2021-08-30,153.12,153.12,153.12,153.12,90960000.0
2021-08-31,151.83,151.83,151.83,151.83,86450000.0
2021-09-01,152.51,152.51,152.51,152.51,80310000.0
2021-09-02,153.65,153.65,153.65,153.65,71170000.0
2021-09-03,154.3,154.3,154.3,154.3,57870000.0
2021-09-08,155.11,155.11,155.11,155.11,74420000.0
2021-09-09,154.07,154.07,154.07,154.07,57310000.0
2021-09-10,148.97,148.97,148.97,148.97,140890000.0
2021-09-13,149.55,149.55,149.55,149.55,102400000.0
2021-09-14,148.12,148.12,148.12,148.12,109300000.0
2021-09-15,149.03,149.03,149.03,149.03,83280000.0
2021-09-16,148.79,148.79,148.79,148.79,68030000.0
2021-09-17,146.06,146.06,146.06,146.06,129870000.0
2021-09-20,142.94,142.94,142.94,142.94,123480000.0
2021-09-21,143.43,143.43,143.43,143.43,75830000.0
2021-09-22,145.85,145.85,145.85,145.85,76400000.0
2021-09-23,146.83,146.83,146.83,146.83,64840000.0
2021-09-24,146.92,146.92,146.92,146.92,53480000.0
2021-09-27,145.37,145.37,145.37,145.37,74150000.0
2021-09-28,141.91,141.91,141.91,141.91,108970000.0
2021-09-29,142.83,142.83,142.83,142.83,74600000.0
2021-09-30,141.5,141.5,141.5,141.5,89060000.0
2021-10-01,142.65,142.65,142.65,142.65,94640000.0
2021-10-04,139.14,139.14,139.14,139.14,98320000.0
2021-10-05,141.11,141.11,141.11,141.11,80860000.0
2021-10-06,142.0,142.0,142.0,142.0,83220000.0
2021-10-07,143.29,143.29,143.29,143.29,61730000.0
2021-10-08,142.9,142.9,142.9,142.9,58770000.0
2021-10-11,142.81,142.81,142.81,142.81,64450000.0
2021-10-12,141.51,141.51,141.51,141.51,73040000.0
2021-10-13,140.91,140.91,140.91,140.91,78760000.0
2021-10-14,143.76,143.76,143.76,143.76,69910000.0
2021-10-15,144.84,144.84,144.84,144.84,67940000.0
2021-10-18,146.55,146.55,146.55,146.55,85590000.0
2021-10-19,148.76,148.76,148.76,148.76,76380000.0
2021-10-20,149.26,149.26,149.26,149.26,58420000.0
2021-10-21,149.48,149.48,149.48,149.48,61420000.0
2021-10-22,148.69,148.69,148.69,148.69,58880000.0
2021-10-25,148.64,148.64,148.64,148.64,50720000.0
2021-10-26,149.32,149.32,149.32,149.32,60890000.0
2021-10-27,148.85,148.85,148.85,148.85,56100000.0
2021-10-28,152.57,152.57,152.57,152.57,100080000.0
2021-10-29,149.8,149.8,149.8,149.8,124950000.0
2021-11-01,148.96,148.96,148.96,148.96,74590000.0
2021-11-02,150.02,150.02,150.02,150.02,69120000.0
2021-11-03,151.49,151.49,151.49,151.49,54510000.0
2021-11-04,150.96,150.96,150.96,150.96,60400000.0
2021-11-05,151.28,151.28,151.28,151.28,65460000.0
2021-11-08,150.44,150.44,150.44,150.44,55020000.0
2021-11-09,150.81,150.81,150.81,150.81,56790000.0
2021-11-10,147.92,147.92,147.92,147.92,65190000.0
2021-11-11,147.87,147.87,147.87,147.87,41000000.0
2021-11-12,149.99,149.99,149.99,149.99,63800000.0
2021-11-15,150.0,150.0,150.0,150.0,59220000.0
2021-11-16,151.0,151.0,151.0,151.0,59260000.0
2021-11-17,153.49,153.49,153.49,153.49,88810000.0
2021-11-18,157.87,157.87,157.87,157.87,137830000.0
2021-11-19,160.55,160.55,160.55,160.55,117310000.0
2021-11-22,161.02,161.02,161.02,161.02,117470000.0
2021-11-23,161.41,161.41,161.41,161.41,96040000.0
2021-11-24,161.94,161.94,161.94,161.94,69460000.0
2021-11-29,160.24,160.24,160.24,160.24,88750000.0
2021-11-30,165.3,165.3,165.3,165.3,174050000.0
2021-12-01,164.77,164.77,164.77,164.77,152420000.0
2021-12-02,163.76,163.76,163.76,163.76,136740000.0
2021-12-03,161.84,161.84,161.84,161.84,118020000.0
2021-12-06,165.32,165.32,165.32,165.32,107500000.0
2021-12-07,171.18,171.18,171.18,171.18,120410000.0
2021-12-08,175.08,175.08,175.08,175.08,117000000.0
2021-12-09,174.56,174.56,174.56,174.56,108920000.0
2021-12-10,179.45,179.45,179.45,179.45,115400000.0
